product_name,product_category,product_id,event_time
fruit punch juice drink,juice nectars,P345,2023-05-22T14:22:58.778Z
seasonal oikos greek yogurt,yogurt,P346,2023-05-22T14:22:58.778Z
vitamin d3 cholecalciferol softgels,vitamins supplements,P347,2023-05-22T14:22:58.778Z
"flaxseed meal, whole ground",baking ingredients,P348,2023-05-22T14:22:58.778Z
plain fat free yogurt,yogurt,P349,2023-05-22T14:22:58.778Z
simple white down east crackers,crackers,P350,2023-05-22T14:22:58.778Z
almond extract,vitamins supplements,P351,2023-05-22T14:22:58.778Z
chicken & vegetable stir fry café steamers,frozen meals,P352,2023-05-22T14:22:58.778Z
unsalted beef broth,soup broth bouillon,P353,2023-05-22T14:22:58.778Z
chicken alfredo with rotini,frozen meals,P354,2023-05-22T14:22:58.778Z
organic 54% cocoa dark chocolate bar,candy chocolate,P355,2023-05-22T14:22:58.778Z
creamy vanilla soy milk frozen dessert,ice cream ice,P356,2023-05-22T14:22:58.778Z
automatic toilet bowl cleaner with bleach,cleaning products,P357,2023-05-22T14:22:58.778Z
strawberry pomegranate,energy granola bars,P358,2023-05-22T14:22:58.778Z
peanut butter bars,energy granola bars,P359,2023-05-22T14:22:58.778Z
cranberrry  almond soft & chewy granola bar,energy granola bars,P360,2023-05-22T14:22:58.778Z
chapatti chicken tikki masala wrap,frozen meals,P361,2023-05-22T14:22:58.778Z
mini double chocolate ice cream bars,ice cream ice,P362,2023-05-22T14:22:58.778Z
hot chopped green chili,spices seasonings,P363,2023-05-22T14:22:58.778Z
all natural stevia liquid extract sweetener,baking ingredients,P364,2023-05-22T14:22:58.778Z
vitamin e moisture rich shampoo for dry or damaged hair,hair care,P365,2023-05-22T14:22:58.778Z
china green tips green tea,tea,P366,2023-05-22T14:22:58.778Z
baby cookies apple + ginger,baby food formula,P367,2023-05-22T14:22:58.778Z
red rice crackers,crackers,P368,2023-05-22T14:22:58.778Z
cranberry grape cocktail,juice nectars,P369,2023-05-22T14:22:58.778Z
black tea english breakfast k-cups,tea,P370,2023-05-22T14:22:58.778Z
junior juice mixed fruit juice,juice nectars,P371,2023-05-22T14:22:58.778Z
original herbamare infused sea salt,spices seasonings,P372,2023-05-22T14:22:58.778Z
strawberry banana juice,refrigerated,P373,2023-05-22T14:22:58.778Z
kids organic mashups squeezable fruit strawberry banana,baby food formula,P374,2023-05-22T14:22:58.778Z
milk + vanilla toddler cookies,baby food formula,P375,2023-05-22T14:22:58.778Z
heavy duty scour pads,cleaning products,P376,2023-05-22T14:22:58.778Z
fat free crumbled feta,packaged cheese,P377,2023-05-22T14:22:58.778Z
rainbow sherbet ice cream,ice cream ice,P378,2023-05-22T14:22:58.778Z
chamomile citrus caffeine free herbal tea artisan whole leaf pouches,tea,P379,2023-05-22T14:22:58.778Z
yogurt cheese with probiotic,packaged cheese,P380,2023-05-22T14:22:58.778Z
curl enhancing shea butter leave-in conditioner,hair care,P381,2023-05-22T14:22:58.778Z
clean cuisine food prep disposable gloves,cleaning products,P382,2023-05-22T14:22:58.778Z
greek kefir honey,yogurt,P383,2023-05-22T14:22:58.778Z
pure butter shortbread scottie dogs,cookies cakes,P384,2023-05-22T14:22:58.778Z
extra dark chocolate baking chips,baking ingredients,P385,2023-05-22T14:22:58.778Z
greek corner blackberry & raspberry lowfat yogurt,yogurt,P386,2023-05-22T14:22:58.778Z
chicken with noodles low sodium ready to serve soup,soup broth bouillon,P387,2023-05-22T14:22:58.778Z
mini treats pretzels,chips pretzels,P388,2023-05-22T14:22:58.778Z
kandy bars fudge krunch,ice cream ice,P389,2023-05-22T14:22:58.778Z
french vanilla creme protein energy bars,energy granola bars,P390,2023-05-22T14:22:58.778Z
reduced fat cheddar cheese slices,packaged cheese,P391,2023-05-22T14:22:58.778Z
light ice cream vanilla,ice cream ice,P392,2023-05-22T14:22:58.778Z
"coffee, gourmet, all-purpose grind, medium, 100% colombian, decaf",coffee,P393,2023-05-22T14:22:58.778Z
"pennsylvania woodlands, mushroom barley soup mix",soup broth bouillon,P394,2023-05-22T14:22:58.778Z
iced peach tea,tea,P395,2023-05-22T14:22:58.778Z
kids strawberry yogurt tubes,yogurt,P396,2023-05-22T14:22:58.778Z
organic blackberry blend juice,refrigerated,P397,2023-05-22T14:22:58.778Z
cuties non dairy vanilla frozen dessert sandwiches,ice cream ice,P398,2023-05-22T14:22:58.778Z
plain yogurt,yogurt,P399,2023-05-22T14:22:58.778Z
cranberry almond plus antioxidants 1.4 oz fruit & nut bars,energy granola bars,P400,2023-05-22T14:22:58.778Z
no scratch scrubber sponges,cleaning products,P401,2023-05-22T14:22:58.778Z
half and half guayusa and juice,refrigerated,P402,2023-05-22T14:22:58.778Z
ginger chia kombucha,refrigerated,P403,2023-05-22T14:22:58.778Z
frizz ease curl reviver mousse,hair care,P404,2023-05-22T14:22:58.778Z
chocolate chip granola bars,energy granola bars,P405,2023-05-22T14:22:58.778Z
organic family recipe chocolate chip cookies,cookies cakes,P406,2023-05-22T14:22:58.778Z
gluten free garbanzo & fava flour,baking ingredients,P407,2023-05-22T14:22:58.778Z
70% dark chocolate,candy chocolate,P408,2023-05-22T14:22:58.778Z
homestyle chicken noodle soup bowl,soup broth bouillon,P409,2023-05-22T14:22:58.778Z
preference fade-defying color + shine system  lb02 extra light natural blonde,hair care,P410,2023-05-22T14:22:58.778Z
the red one: squished fruit smoothies,baby food formula,P411,2023-05-22T14:22:58.778Z
whole wheat fresh stack crackers,crackers,P412,2023-05-22T14:22:58.778Z
crystal rain trigger glass cleaner,cleaning products,P413,2023-05-22T14:22:58.778Z
kettle corn popcorn chips,crackers,P414,2023-05-22T14:22:58.778Z
black olive walnut bar,energy granola bars,P415,2023-05-22T14:22:58.778Z
semisweet chocolate super cookie chips,baking ingredients,P416,2023-05-22T14:22:58.778Z
complete skillet meal for two chicken parmigiana & penne,frozen meals,P417,2023-05-22T14:22:58.778Z
whole bean organic kick ass coffee,coffee,P418,2023-05-22T14:22:58.778Z
condensed vegetable beef soup,soup broth bouillon,P419,2023-05-22T14:22:58.778Z
2nd foods apple peach squash,baby food formula,P420,2023-05-22T14:22:58.778Z
duke medium roast cold brew coffee concentrate,coffee,P421,2023-05-22T14:22:58.778Z
clear bottle brush,cleaning products,P422,2023-05-22T14:22:58.778Z
organic flax oil,vitamins supplements,P423,2023-05-22T14:22:58.778Z
creamy chicken orzo with mixed vegetables,soup broth bouillon,P424,2023-05-22T14:22:58.778Z
chile limón flavored potato chips,chips pretzels,P425,2023-05-22T14:22:58.778Z
natural stone & steel cleaner,cleaning products,P426,2023-05-22T14:22:58.778Z
yotot organic raspberry pear yogurt,yogurt,P427,2023-05-22T14:22:58.778Z
vegetable classics vegetable soup,soup broth bouillon,P428,2023-05-22T14:22:58.778Z
organic whole grain oatmeal cereal baby food,baby food formula,P429,2023-05-22T14:22:58.778Z
organic roasted dandelion root herbal tea,tea,P430,2023-05-22T14:22:58.778Z
pecan sandies simply sandies,cookies cakes,P431,2023-05-22T14:22:58.778Z
bites cherry candy,candy chocolate,P432,2023-05-22T14:22:58.778Z
coconut nectar elixir,refrigerated,P433,2023-05-22T14:22:58.778Z
mesa rosa chipotle southwestern smoky blend,spices seasonings,P434,2023-05-22T14:22:58.778Z
gochugaru korean chili flakes,spices seasonings,P435,2023-05-22T14:22:58.778Z
chloroxygen alcohol free chlorophyll concentrate softgels,vitamins supplements,P436,2023-05-22T14:22:58.778Z
organic bold original cacao superfood drink,refrigerated,P437,2023-05-22T14:22:58.778Z
restore banana kale banana & pineapple,ice cream ice,P438,2023-05-22T14:22:58.778Z
m&m's light milk chocolate ice cream,ice cream ice,P439,2023-05-22T14:22:58.779Z
organic creme fraiche,packaged cheese,P440,2023-05-22T14:22:58.779Z
thin stackers organic 5 grain puffed grain cakes,crackers,P441,2023-05-22T14:22:58.779Z
baking bar ghirardelli 60% cacao,baking ingredients,P442,2023-05-22T14:22:58.779Z
cream top smooth & creamy plain yogurt,yogurt,P443,2023-05-22T14:22:58.779Z
refreshers strawberry lemonade sparkling green coffee energy drink,juice nectars,P444,2023-05-22T14:22:58.779Z
chocolate mint cookie crunch energy bar,energy granola bars,P445,2023-05-22T14:22:58.779Z
strawberry cheesecake ice cream,ice cream ice,P446,2023-05-22T14:22:58.779Z
whole coriander,spices seasonings,P447,2023-05-22T14:22:58.779Z
old fashioned bar shampoo original formula,hair care,P448,2023-05-22T14:22:58.779Z
mini strawberry donuts,cookies cakes,P449,2023-05-22T14:22:58.779Z
american cheese slices 12 count,packaged cheese,P450,2023-05-22T14:22:58.779Z
lavender multi-purpose cleaner,cleaning products,P451,2023-05-22T14:22:58.779Z
of norwich original english mustard powder double superfine,spices seasonings,P452,2023-05-22T14:22:58.779Z
organic raspberry ginger,refrigerated,P453,2023-05-22T14:22:58.779Z
slow churned caramel delight ice cream cup,ice cream ice,P454,2023-05-22T14:22:58.779Z
reduced sodium salt alternative,spices seasonings,P455,2023-05-22T14:22:58.779Z
tangerine mango passionfruit juice,refrigerated,P456,2023-05-22T14:22:58.779Z
cucumber  & aloe vera swim & sport shampoo & wash,hair care,P457,2023-05-22T14:22:58.779Z
gimme steak blend,spices seasonings,P458,2023-05-22T14:22:58.779Z
fruit & yogurt grabbers peaches & cream,baby food formula,P459,2023-05-22T14:22:58.779Z
"tortilla chips, yellow corn",chips pretzels,P460,2023-05-22T14:22:58.779Z
organic coconut flour,baking ingredients,P461,2023-05-22T14:22:58.779Z
liquid cleanser,cleaning products,P462,2023-05-22T14:22:58.779Z
pineapple orange juice,juice nectars,P463,2023-05-22T14:22:58.779Z
tortilla strips restaurant style,chips pretzels,P464,2023-05-22T14:22:58.779Z
pretzel,candy chocolate,P465,2023-05-22T14:22:58.779Z
muscle recovery green tea,tea,P466,2023-05-22T14:22:58.779Z
plain grade a  0% fat greek yogurt,yogurt,P467,2023-05-22T14:22:58.779Z
vanilla bean natural lowfat yogurt,yogurt,P468,2023-05-22T14:22:58.779Z
"nutrition bar, dark chocolate pomegranate",energy granola bars,P469,2023-05-22T14:22:58.779Z
spiced pumpkin pie energy bar,energy granola bars,P470,2023-05-22T14:22:58.779Z
stage 1 just butternut squash baby food,baby food formula,P471,2023-05-22T14:22:58.779Z
"yogurt, sheep milk, strawberry",yogurt,P472,2023-05-22T14:22:58.779Z
xylitol,baking ingredients,P473,2023-05-22T14:22:58.779Z
organic raspberry yogurt,yogurt,P474,2023-05-22T14:22:58.779Z
strawberry banana fruit juice smoothie,refrigerated,P475,2023-05-22T14:22:58.779Z
greek yogurt banana & pumpkin,baby food formula,P476,2023-05-22T14:22:58.779Z
o'coconut lightly sweetened coconut treat classic,candy chocolate,P477,2023-05-22T14:22:58.779Z
matte finish firm hold fiber cream,hair care,P478,2023-05-22T14:22:58.779Z
"sweet potato, white beans & cinnamon stage 2",baby food formula,P479,2023-05-22T14:22:58.779Z
rich & creamy grand neapolitan ice cream,ice cream ice,P480,2023-05-22T14:22:58.779Z
organic turmeric,spices seasonings,P481,2023-05-22T14:22:58.779Z
nonfat high protein mixed berry kefir,refrigerated,P482,2023-05-22T14:22:58.779Z
"baking mix, brownie",baking ingredients,P483,2023-05-22T14:22:58.779Z
organic vanilla chip chewy granola,energy granola bars,P484,2023-05-22T14:22:58.779Z
splash berry blend juice,juice nectars,P485,2023-05-22T14:22:58.779Z
traditional roast ground coffee,coffee,P486,2023-05-22T14:22:58.779Z
peanut butter chocolates,candy chocolate,P487,2023-05-22T14:22:58.779Z
flip sides pretzel crackers,crackers,P488,2023-05-22T14:22:58.779Z
organic lactose free strawberry yogurt,yogurt,P489,2023-05-22T14:22:58.779Z
dark mint chocolate chip protein bars,energy granola bars,P490,2023-05-22T14:22:58.779Z
yogurt stellar strawberry,yogurt,P491,2023-05-22T14:22:58.779Z
mozzarella cheese chunk,packaged cheese,P492,2023-05-22T14:22:58.779Z
cranberry grape 100% juice blend,juice nectars,P493,2023-05-22T14:22:58.779Z
sweeper floor mop starter kit,cleaning products,P494,2023-05-22T14:22:58.779Z
town house light & buttery original oven baked crackers,crackers,P495,2023-05-22T14:22:58.779Z
diet lemon tea,tea,P496,2023-05-22T14:22:58.779Z
wellness formula herbal defense complex,vitamins supplements,P497,2023-05-22T14:22:58.779Z
ice bag,ice cream ice,P498,2023-05-22T14:22:58.779Z
reduced fat cream of mushroom condensed soup,soup broth bouillon,P499,2023-05-22T14:22:58.779Z
herba tussin tea bags,tea,P500,2023-05-22T14:22:58.779Z
kids soft and chewy candy,candy chocolate,P501,2023-05-22T14:22:58.779Z
dairy free coconut milk passionate mango yogurt alternative,yogurt,P502,2023-05-22T14:22:58.779Z
"sauce with salt, spices and pepper seasoning",spices seasonings,P503,2023-05-22T14:22:58.779Z
2nd foods - green beans,baby food formula,P504,2023-05-22T14:22:58.779Z
nutri-grain crunch chocolatey chip breakfast bars,energy granola bars,P505,2023-05-22T14:22:58.779Z
spring vanilla cup cake,cookies cakes,P506,2023-05-22T14:22:58.779Z
real ice cream peanut butter cup,ice cream ice,P507,2023-05-22T14:22:58.779Z
lemon zest,energy granola bars,P508,2023-05-22T14:22:58.779Z
berries gomega smoothie blend,refrigerated,P509,2023-05-22T14:22:58.779Z
original citrus tangy punch,refrigerated,P510,2023-05-22T14:22:58.779Z
organic strawberry yogurt,yogurt,P511,2023-05-22T14:22:58.779Z
regular concentrated high efficiency bleach,cleaning products,P512,2023-05-22T14:22:58.779Z
wild cherry juice drink blend pouches,juice nectars,P513,2023-05-22T14:22:58.779Z
sparkling probiotic pomegranate drink,refrigerated,P514,2023-05-22T14:22:58.779Z
sea salt caramel iced coffee,coffee,P515,2023-05-22T14:22:58.779Z
strawberry and banana fruit puree,baby food formula,P516,2023-05-22T14:22:58.779Z
feng shui rice crackers hot wasabi,crackers,P517,2023-05-22T14:22:58.779Z
light pomegranate/blueberry,yogurt,P518,2023-05-22T14:22:58.779Z
firecracker  ice pops,ice cream ice,P519,2023-05-22T14:22:58.779Z
original bobos bites,energy granola bars,P520,2023-05-22T14:22:58.779Z
lean protein & fiber bar honey drizzle peanut,energy granola bars,P521,2023-05-22T14:22:58.779Z
coconut & almond candy bar,candy chocolate,P522,2023-05-22T14:22:58.779Z
banana protein kefir nonfat cultured milk smoothie probiotic,refrigerated,P523,2023-05-22T14:22:58.779Z
ice pops sugar free orange cherry grape,ice cream ice,P524,2023-05-22T14:22:58.779Z
restaurant style tortilla rounds,chips pretzels,P525,2023-05-22T14:22:58.779Z
blended breakfast strawberry+banana+chia+ancient grains superfood smoothie,refrigerated,P526,2023-05-22T14:22:58.779Z
mozzarella ciliegine fresh,packaged cheese,P527,2023-05-22T14:22:58.780Z
soft frosty lemon cookies,cookies cakes,P528,2023-05-22T14:22:58.780Z
gummi bears,candy chocolate,P529,2023-05-22T14:22:58.780Z
organic unsweetened dark chocolate baking chips,baking ingredients,P530,2023-05-22T14:22:58.780Z
green tea triple echinacea tea bags,tea,P531,2023-05-22T14:22:58.780Z
soft caramels,candy chocolate,P532,2023-05-22T14:22:58.780Z
creamy chicken & dumplings soup,soup broth bouillon,P533,2023-05-22T14:22:58.780Z
all natural chives,spices seasonings,P534,2023-05-22T14:22:58.780Z
mexican blend,spices seasonings,P535,2023-05-22T14:22:58.780Z
goat milk cheese,packaged cheese,P536,2023-05-22T14:22:58.780Z
greens & apple organic juice blend,refrigerated,P537,2023-05-22T14:22:58.780Z
organic yellow seed mustard,spices seasonings,P538,2023-05-22T14:22:58.780Z
60% dark stone ground chocolate,candy chocolate,P539,2023-05-22T14:22:58.780Z
air effects air refresher gain moonlight breeze,cleaning products,P540,2023-05-22T14:22:58.780Z
organic 100% juice variety,juice nectars,P541,2023-05-22T14:22:58.780Z
condensed tomato soup,soup broth bouillon,P542,2023-05-22T14:22:58.780Z
"healthy grains granola bar, vanilla blueberry",energy granola bars,P543,2023-05-22T14:22:58.780Z
cookie bites chocolate chip cookies,cookies cakes,P544,2023-05-22T14:22:58.780Z
nibs cherry candy,candy chocolate,P545,2023-05-22T14:22:58.780Z
seriously sharp cheddar cheese block,packaged cheese,P546,2023-05-22T14:22:58.780Z
cherry pomegranate greek yogurt,yogurt,P547,2023-05-22T14:22:58.780Z
bag of ice,ice cream ice,P548,2023-05-22T14:22:58.780Z
original shreds,packaged cheese,P549,2023-05-22T14:22:58.780Z
carpet stain eraser,cleaning products,P550,2023-05-22T14:22:58.780Z
kids purely fun detangler,hair care,P551,2023-05-22T14:22:58.780Z
"melba toast, classic",crackers,P552,2023-05-22T14:22:58.780Z
cafe domingo coffee k-cups,coffee,P553,2023-05-22T14:22:58.780Z
unsweetened whole milk peach greek yogurt,yogurt,P554,2023-05-22T14:22:58.780Z
iced tea with lemon flavor,tea,P555,2023-05-22T14:22:58.780Z
organic poultry seasoning,spices seasonings,P556,2023-05-22T14:22:58.780Z
brilliant brunette moisturizing conditioner,hair care,P557,2023-05-22T14:22:58.780Z
s.o.s steal wool soap,cleaning products,P558,2023-05-22T14:22:58.780Z
7 ancient grains with hint of sea salt crackers,crackers,P559,2023-05-22T14:22:58.780Z
100% organic hemp seed oil,vitamins supplements,P560,2023-05-22T14:22:58.780Z
hershey dark chocolate pretzel dips,chips pretzels,P561,2023-05-22T14:22:58.780Z
daily moisture conditioner,hair care,P562,2023-05-22T14:22:58.780Z
cheddar bacon mac & cheese flavored potato chips,chips pretzels,P563,2023-05-22T14:22:58.780Z
chocolate fudge ice cream bars,ice cream ice,P564,2023-05-22T14:22:58.780Z
candy dish chocolate assortment candy miniatures,candy chocolate,P565,2023-05-22T14:22:58.780Z
"yogurt, coconut non-dairy, low fat, blueberry",yogurt,P566,2023-05-22T14:22:58.780Z
disney frozen graham crackers,cookies cakes,P567,2023-05-22T14:22:58.780Z
"egg, uncured bacon & cheese scramble cups",frozen meals,P568,2023-05-22T14:22:58.780Z
s'mores soft baked bars,cookies cakes,P569,2023-05-22T14:22:58.780Z
organic light sodium creamy sweet potato soup,soup broth bouillon,P570,2023-05-22T14:22:58.780Z
"lasagna, vegetable, with daiya cheeze",frozen meals,P571,2023-05-22T14:22:58.780Z
glazed turkey tenderloins,frozen meals,P572,2023-05-22T14:22:58.780Z
chocolate cookies,cookies cakes,P573,2023-05-22T14:22:58.780Z
wild alaskan fish oil 1000mg,vitamins supplements,P574,2023-05-22T14:22:58.780Z
organic chocolate & cashew live food bar,energy granola bars,P575,2023-05-22T14:22:58.780Z
